timestamp,vram_dedicated_bytes,ram_used_bytes,foamrun_rss_bytes
1778257122.725667153,29735100416,48414052352,39553720320
1778257122.949584536,29831426048,48881782784,39553781760
1778257123.171785689,29921673216,48732626944,39554916352
1778257123.394584857,29921673216,48731774976,39554916352
1778257123.618617100,29921673216,48751833088,39556984832
1778257123.841892043,29688823808,48933191680,39556984832
1778257124.065289505,29688823808,48931250176,39556984832
1778257124.289179047,29688823808,48934195200,39556984832
1778257124.512627997,29688823808,48936247296,39556984832
1778257124.735450884,29688823808,44642938880,34600665088
1778257124.960352679,1366482944,39223496704,34600665088
1778257125.184119547,1366482944,14849007616,0
1778257125.408291655,1364594688,7767601152,0
1778257125.629361313,1364316160,7768113152,0
1778257125.851275069,1364316160,7738535936,0
1778257126.074132498,1364316160,7737651200,0
1778257126.295849743,1364316160,7738167296,0
1778257126.520098894,1364316160,7738867712,0
1778257126.741751850,1364316160,7718293504,0
1778257126.963963669,1364316160,7660711936,0
1778257127.185814826,1364594688,7635595264,0
1778257127.407412547,1364340736,7630577664,0
1778257127.628713679,1366429696,7635275776,0
1778257127.849681970,1366429696,7621316608,0
1778257128.070569275,1366429696,7622729728,0
1778257128.292451792,1366724608,7622889472,0
1778257128.514421571,1366986752,7741194240,0
1778257128.735881369,1364602880,7729758208,0
1778257128.958129392,1366978560,7689187328,0
1778257129.183135015,1366700032,7688843264,0
1778257129.404263610,1366700032,7689588736,0
1778257129.626858359,1366700032,7694172160,0
1778257129.849062719,1366609920,7571968000,0
1778257130.070188887,1366740992,7573577728,0
1778257130.292576615,1367035904,7574278144,0
1778257130.514049871,1366740992,7574794240,0
1778257130.735614507,1368838144,7568715776,0
1778257130.958505890,1366740992,7513120768,0
1778257131.180159314,1366740992,7511347200,0
1778257131.401305167,1366740992,7510302720,0
1778257131.622944652,1366740992,7509315584,0
1778257131.843365876,1366740992,7476191232,0
1778257132.065226010,1366675456,7493357568,0
1778257132.287454015,1366675456,7493906432,0
1778257132.509075419,1366970368,7494647808,0
1778257132.730692647,1366675456,7493722112,0
1778257132.952060070,1366675456,7476367360,0
1778257133.173448876,1366675456,7475306496,0
1778257133.395494481,1366675456,7472836608,0
1778257133.617427570,1366675456,7474270208,0
1778257133.840285778,1366740992,7458004992,0
1778257134.061839991,1366740992,7458222080,0
1778257134.283672959,1366740992,7459512320,0
1778257134.505431115,1366740992,7450042368,0
1778257134.728621688,1366806528,7430737920,0
1778257134.951700967,1366740992,7431081984,0
1778257135.172636800,1366740992,7431303168,0
1778257135.395213607,1366740992,7431286784,0
1778257135.617370206,1366740992,7427465216,0
